account_id,therms,iou,date_num,bill_start_date,bill_end_date,bill_length,iou_id,site_number,retrofit_start_date,retrofit_end_date,zipcode,ca_climate_zone,station_id,station_number,isvalid,station_name,station,hdd_start,hdd_end,hdd,hdd64pd,retrofit_start_date_new,pre,retrofit_end_date_new,post,date,upd,days
"9264652903",83,"SDGE",17937,17907,17937,30,"1386","17","5/22/12","6/19/12",92128,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON","CAMP-PENDLETON",6189.1,6438.3,249.1997,8.306657,19135,1,19163,0,17937,2.766667,30
"9264652903",87,"SDGE",17967,17938,17967,29,"1386","17","5/22/12","6/19/12",92128,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON","CAMP-PENDLETON",6455.4,6796.1,340.7002,11.74828,19135,1,19163,0,17967,3,29
"9264652903",54,"SDGE",17996,17968,17996,28,"1386","17","5/22/12","6/19/12",92128,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON","CAMP-PENDLETON",6805.1,7022.8,217.6997,7.77499,19135,1,19163,0,17996,1.928571,28
"9264652903",38,"SDGE",18028,17997,18028,31,"1386","17","5/22/12","6/19/12",92128,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON","CAMP-PENDLETON",7028.7,7157.9,129.1997,4.167733,19135,1,19163,0,18028,1.225806,31
"9264652903",14,"SDGE",18058,18029,18058,29,"1386","17","5/22/12","6/19/12",92128,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON","CAMP-PENDLETON",7157.9,7190.7,32.80029,1.131045,19135,1,19163,0,18058,.4827586,29
"9264652903",10,"SDGE",18088,18059,18088,29,"1386","17","5/22/12","6/19/12",92128,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON","CAMP-PENDLETON",7190.7,7196.5,5.799805,.1999933,19135,1,19163,0,18088,.3448276,29
"9264652903",9,"SDGE",18119,18089,18119,30,"1386","17","5/22/12","6/19/12",92128,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON","CAMP-PENDLETON",7196.5,7196.5,0,0,19135,1,19163,0,18119,.3,30
"9264652903",8,"SDGE",18149,18120,18149,29,"1386","17","5/22/12","6/19/12",92128,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON","CAMP-PENDLETON",7196.5,7196.5,0,0,19135,1,19163,0,18149,.2758621,29
"9264652903",12,"SDGE",18178,18150,18178,28,"1386","17","5/22/12","6/19/12",92128,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON","CAMP-PENDLETON",7196.5,7219.7,23.2002,.8285784,19135,1,19163,0,18178,.4285714,28
"9264652903",35,"SDGE",18207,18179,18207,28,"1386","17","5/22/12","6/19/12",92128,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON","CAMP-PENDLETON",7224.2,7308.5,84.2998,3.010707,19135,1,19163,0,18207,1.25,28
